model,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,class_weight,train_acc,test_acc,gap
RandomForest,100,34.0,2,6,sqrt,True,balanced_subsample,0.998356790740873,0.7601135557132718,0.23824323502760125
RandomForest,100,26.0,5,5,sqrt,True,,0.9984838020845737,0.7599804826117814,0.23850331947279224
RandomForest,300,33.0,3,3,log2,True,,0.9984679256666111,0.759847409510291,0.23862051615632018
RandomForest,150,28.0,4,7,log2,False,balanced,0.997944003873846,0.759625621007807,0.238318382866039
RandomForest,300,29.0,4,3,log2,True,,0.9984917402935549,0.759625621007807,0.23886611928574797
RandomForest,100,19.0,10,3,log2,False,balanced,0.9984996785025363,0.759625621007807,0.23887405749472934
RandomForest,300,40.0,4,3,log2,False,,0.9987616393989188,0.7594481902058198,0.23931344919309905
RandomForest,300,40.0,2,5,log2,False,,0.9982774086510602,0.759403832505323,0.23887357614573723
RandomForest,200,25.0,10,2,log2,True,balanced_subsample,0.9986743191001246,0.759403832505323,0.23927048659480166
RandomForest,300,27.0,6,8,log2,False,,0.9974121438720995,0.7592264017033357,0.23818574216876387
RandomForest,300,32.0,4,4,log2,False,,0.9984441110396672,0.7592264017033357,0.23921770933633157
RandomForest,300,27.0,3,4,log2,False,,0.9984520492486485,0.7591376863023421,0.23931436294630637
RandomForest,300,35.0,6,2,log2,False,,0.9994919546251975,0.7588715400993612,0.24062041452583627
RandomForest,300,35.0,8,2,log2,True,,0.9988410214887317,0.7588271823988645,0.24001383908986718
RandomForest,300,26.0,6,4,log2,False,,0.9983726671588357,0.7586053938963804,0.23976727326245528
RandomForest,300,20.0,5,5,log2,True,,0.9974359584990434,0.7585166784953868,0.2389192800036566
RandomForest,300,36.0,2,2,log2,False,,0.9995157692521414,0.7584279630943932,0.24108780615774816
RandomForest,200,41.0,5,2,log2,False,,0.9994998928341787,0.7583392476933996,0.24116064514077917
RandomForest,200,30.0,17,9,sqrt,True,,0.9980472005906027,0.7582948899929027,0.23975231059769997
RandomForest,100,42.0,6,6,sqrt,False,balanced,0.9987695776079001,0.7580731014904187,0.24069647611748135
RandomForest,150,10.0,15,10,sqrt,False,balanced,0.9965627555111016,0.7580287437899219,0.23853401172117972
RandomForest,200,36.0,8,8,log2,True,,0.9963881149135132,0.7579843860894251,0.2384037288240881
RandomForest,100,25.0,7,6,log2,True,,0.9972454414834925,0.7579843860894251,0.2392610553940674
RandomForest,100,40.0,2,7,log2,False,balanced,0.997642351932557,0.7574077359829666,0.2402346159495904
RandomForest,100,33.0,7,8,log2,True,,0.996713581481746,0.756653655074521,0.24005992640722507
RandomForest,100,31.0,7,6,log2,True,,0.9971025537218293,0.7565205819730305,0.2405819717487988
RandomForest,150,37.0,5,7,log2,False,balanced,0.9977296722313511,0.7565205819730305,0.2412090902583206
RandomForest,100,28.0,6,5,log2,False,balanced,0.9984044199947608,0.7562544357700497,0.24214998422471112
RandomForest,100,35.0,8,5,log2,False,,0.998301223278004,0.7560770049680624,0.24222421830994156
RandomForest,100,24.0,5,5,log2,True,,0.9973803910361744,0.755943931866572,0.24143645916960232
RandomForest,300,34.0,6,5,log2,True,,0.997586784469688,0.7555890702625976,0.24199771420709038
RandomForest,200,35.0,7,7,log2,False,,0.9976741047684822,0.7555447125621008,0.2421293922063814
RandomForest,150,38.0,5,5,log2,True,,0.9975312170068189,0.7551454932576295,0.24238572374918943
RandomForest,100,29.0,8,5,log2,True,,0.9974359584990434,0.7539478353442157,0.2434881231548277
